name_msa,geoid_msa,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11
Cedartown,16340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urban Honolulu,46520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indianapolis-Carmel-Anderson,26900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,2,2,5,6,2,7,9,4,3,8,16,15,19,23,18,18,27,43,62,81,68,36,17,35,60,51,51,50,27,11,44,56,45,54,52,41,21,41,74,69,64,62,36,18,35,51,46,36,40,31,22,30,34,32,38,49,29,10,31,40,34,32,22,15,7,9,16,28,39,27,8,5,28,29,15,21,28,23,6,12,18,19,12
Lexington-Fayette,30460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Minneapolis-St. Paul-Bloomington,33460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,5,4,2,1,1,7,7,5,8,7,6,12,12,8,10,5,8,14,14,19,20,18,15,23,36,34,35,39,45,39,24,29,40,46,46,46,31,33,54,49,44,44,39,29,31,20,43,61,32,32,27,22,40,57,61,40,25,26,24,45,63,58,53,38,21,30,31,36,52,44,31,25,29,33,28,13
Columbia,17860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,2,3,1,0,1,2,1,2,5,3,1,3,6,5,1,1,1,1,4,6,5,4,2,0,1,1,1,7,8,3,2,1,2,13,15,5,6,8,5,7,8,10,7,5,5,7,9,3,5,5,1,1,2,2,4,4,1,1,4,4,3,8,7,3,2,0,3,3,0,3,4,2,1,3,5,2,2,2
Durham-Chapel Hill,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,3,3,1,1,1,11,12,3,7,7,4,7,7,7,9,8,4,4,6,7,15,13,4,4,3,3,3,1,13,15,4,2,1,6,7,3,1,1,2,1,1,2,2,1,0,0,0,3,3,2,2,0,7,10,5,6,4
Tulsa,46140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,4,3,0,1,1,3,6,4,1,1,11,13,3,4,4,2,2,4,9,5,2,3,1,0,7,8,3,5,3,1,2,5,5,2,2,2,1,0,2,3,3,3,1,0,0,1,1,0,0,0,0,0,0,2,3,2,4,3,0,3,5,2,2,5,3,0,3,3,2,2,0,1,1,1,1,1,1
Charleston-North Charleston,16700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,1,0,0,4,5,1,2,4,2,0,2,4,2,0,0,1,1,4,5,1,0,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2,1,1,0,1,2,1,0,0
Ogden-Clearfield,36260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0
St. George,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madera,31460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Riverside-San Bernardino-Ontario,40140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,2,2,1,1,4,4,1,0,0,1,8,7,3,9,9,4,10,13,11,12,12,9,8,15,9,12,25,31,25,8,14,28,21,21,26,18,8,24,26,9,16,20,23,14,15,19,14,17,21,27,18,9,16,38,36,23,25,15,8,13,14,21,31,26,12,6,10,17,25,33,33,13,5,9,6,3,18,24,7,1,10,17,18,10
Santa Cruz-Watsonville,42100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresno,23420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,4,3,3,3,0,1,1,3,5,2,0,0,0,4,8,6,5,3,0,1,2,1,3,6,3,0,3,5,3,3,2
Deltona-Daytona Beach-Ormond Beach,19660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,2,3,2,2,1,0,1,2,1,1,1,0,3,3,1,2,1,2,3,1,2,3,1,5,6,1,2,2,0,1,2,1,1,2,1,0,0,0,0,0,0,3,5,3,1,1,1,0,0,0,0,1,1,0,1,3,2,3,3,0,1,2,1,0,0
Crestview-Fort Walton Beach-Destin,18880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,3,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Gorda,39460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,4,1,0,0,0,1,2,3,2,0,2,2,0,1,3,2,0,0,1,4,4,4,6,3,0,1,4,4,2,3,2,0,2,4,3,3,3,1,0,3,10,8,3,4,2,0,0,2,5,4,2,1,0,2,5,3,4,4,0,0,0,0,0,0
St. Louis,41180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,4,3,2,3,3,10,12,12,17,9,27,32,13,18,32,21,20,29,34,37,34,39,25,13,27,40,36,53,61,30,29,74,58,26,36,49,35,12,44,70,81,101,77,42,30,43,69,64,59,57,41,20,29,42,70,65,29,24,14,8,8,29,66,103,64,9,10,16,18,22,25,12,19,50,42,37,27
Kansas City,28140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,1,2,2,2,2,3,4,8,6,2,5,7,9,9,9,12,8,9,14,10,13,12,6,10,14,13,10,5,4,5,3,6,6,4,4,2,2,2,11,15,5,1,4,7,4,2,4,3,2,4,5,2,0,2,4,5,4,2,1,2,2,3,6,4,3,4,2,6,6,1,3,4,2,2,4,2,0,0
Pittsfield,38340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,1,1,1,1,1,1,3,6,3,5,7,3,2,1,0,0,1,1,3,3,1,3,2,1,3,2,0,0,0,0,0,3,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Albany-Schenectady-Troy,10580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,7,8,5,6,4,6,7,6,7,6,7,5,6,15,12,2,0,9,12,5,3,8,8,4,7,8,7,5,11,11,8,9,7,10,34,35,10,8,7,6,8,6,5,7,7,6,5,3,3,4,5,5,4,4,2,0,1,2,1,0,2,3,3,2,0,1,4,3,1,3,4,2
Medford,32780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klamath Falls,28900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennington,13540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellensburg,21260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis,32820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,6,4,3,4,4,8,8,6,6,4,1,0,0,6,10,6,2,2,4,3,5,6,2,0,1,1,1,1,1,5,8,4,6,8,7,5,3,4,1,2,5,6,9,7,4,3,2,3,2,4,4,2,4,3,2,11,11,6,6,2,0,6,9,8,8,5,3,5,7,4,1,0
Worcester,49340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,2,2,0,2,4,6,5,5,4,1,6,11,7,8,11,11,9,8,23,27,19,20,22,14,19,28,24,23,28,40,32,23,38,36,25,27,34,29,21,46,55,40,36,42,38,15,34,69,52,31,33,29,28,44,43,27,27,27,25,21,24,38,30,15,21,26,24,26,16,9,14,10,7,12,18,15,5
Bridgeport-Stamford-Norwalk,14860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,1,2,2,6,6,3,7,6,1,17,25,27,30,21,20,15,36,54,46,48,42,45,42,39,103,119,60,26,22,80,97,72,71,78,74,45,38,40,47,63,65,55,26,45,70,42,42,54,40,18,17,22,34,47,41,32,37,28,14,14,20,28,28,20,13,16,21,15,15,21,20,21,11,2,6,15,16,8,7,7,5,14,12
Louisville/Jefferson County,31140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,1,1,0,0,5,6,5,6,4,3,12,21,17,14,15,12,6,8,10,10,11,11,11,6,7,11,15,13,5,8,8,6,9,18,17,9,10,5,7,31,29,12,8,10,9,5,13,13,11,10,14,10,3,17,26,19,13,9,3,6,11,13,12,5,5,4,0,5,6,9,12,7,3,2,5,5,11,9
Iowa City,26980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,1,2,2,1,0,1,1,1,1,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Baltimore-Columbia-Towson,12580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,2,3,5,3,7,13,12,20,20,15,17,24,37,37,25,34,31,23,38,33,28,19,26,47,38,24,67,62,43,71,70,58,40,47,46,33,39,41,35,43,48,39,27,42,70,58,44,48,47,37,39,61,56,46,45,27,28,35,42,36,40,50,31,29,38,41,36,30,36,30,12,32,44,26,9
Kingston,28740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,2,3,3,2,2,1,14,15,2,2,2,3,5,5,2,2,4,3,2,1,0,1,1,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Salem,41400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,1,0,1,1,0,1,3,5,3,1,4,4,1,0,0,0,0,2,5,4,3,5,3,1,4,3,0,2,2,1,3,5,5,3,1,3,3,1,4,5,8,10,6,2,3,5,5,7,4,0,0,1,3,4,6,5,2,1,0,0,0,2,2,2,3,2,1,0,0,2,2,0,1,5,4,0,0
Roseburg,40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spartanburg,43900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,2,1,1,1,2,1,1,1,0,0,0,3,5,7,5,0,1,1,1,6,5
Bremerton-Silverdale,14740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucson,46060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,0,4,5,1,1,1,1,1,3,7,4,9,9,0,3,5,5,17,19,5,2,9,10,5,6,6,2,0,2,4,2,1,9,8,0,16,27,13,15,15,3,1,2,10,16,11,5,2,0,1,10,16,7,0,0,0,0,2,13,11,0,0,0,6,11,11,6,3,3,0,7,11,6,2
Redding,39820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Collins,22660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,3,3,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,2,1,1,1,2,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Rome,40660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,2,0,0,1,1,0,0,2,2,0,1,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendallville,28340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,1,3,2,2,4,3,1,2,2,0,0,0,0,0,0,1,1,1,2,1,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0
New Orleans-Metairie,35380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,5,3,6,9,10,15,24,31,44,45,24,35,70,71,54,71,74,59,53,70,85,68,51,43,37,50,109,131,89,64,50,37,37,32,61,90,74,44,26,23,34,37,42,58,35,12,21,31,37,31,12,16,18,15,28,28,28,27,19,15,10,7,14,17,8,3,1,0,13,13,5,12,11,7,4,10,16,10,8,8,6,7,5,2,6,5
Cleveland-Elyria,17460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,4,4,4,6,7,5,2,3,4,7,12,10,4,4,4,4,15,20,13,16,17,8,11,19,26,21,14,14,5,6,20,18,14,16,7,9,14,15,17,15,16,11,3,3,9,12,16,20,11,12,13,14,19,22,16,10,10,10,13,10,11,8,2,0,18,23,8,18,22,8,4,19,20,17,18,5
East Stroudsburg,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,5,4,1,3,2,1,1,0,1,6,7,2,3,4,2,4,4,2,1,5,9,5,8,9,2,0,0,0,0,2,8,6,0,1,1,0,5,5,3,3,0,1,1,0,1,5,5,1,0,18,19,5,6,4,4,2,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Dallas-Fort Worth-Arlington,19100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,3,4,3,2,3,3,4,7,7,10,10,9,8,6,9,9,9,10,8,15,18,23,20,17,22,19,11,3,11,13,12,18,20,14,8,22,28,25,21,14,13,11,19,23,18,30,36,17,8,13,19,23,22,18,16,9,23,29,27,29,16,10,3,3,24,26,10,16,12,3,22,25,11,20,19,9,7,18,27,17,5
Decatur,19460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,2,3,1,1,1,2,2,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,2,1,0,0,2,2,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Stockton-Lodi,44700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,1,1,2,3,2,2,3,1,0,0,2,3,1,0,1,2,2,1,0,0,0,0,0,1,3,2,2,4,3,1,0,0,0,0,0,0,0,1,1,1,2,1,0,1,1,1,2,1,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,1,1,0,2,3,3,2
Oxnard-Thousand Oaks-Ventura,37100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,1,1,1,1,1,0,0,0,0,1,1,3,3,0,0,3,3,0,0,0,0,0,0,1,3,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,3,4,1,1,1,0,0,2,2,0,1,1,0,1,1,1,1,0,0,0,0,0,3,3,0
Gainesville,23540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,3,4,1,0,0,0,3,4,5,8,8,5,1,1,1,3,4,1,1,1,0,1,7,8,5,4,2,1,2,2,0,1,1,0,0,0,0,1,5,5,1,0,2,3,2,1,0,0,0,0,1,2,4,3
Jacksonville,27260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,3,0,2,3,1,0,3,4,1,6,6,0,0,0,3,3,2,3,3,2,1,3,3,1,3,3,2,3,2,1,1,4,3,0,2,3,2,1,3,7,5,4,3,1,3,3,1,0,2,3,4,4,2,5,5,1,2,2,1,5,6,2,2,3,4,3,2,3,3,3,3,6,4,1,2,2,2,1,1,3,2
Naples-Immokalee-Marco Island,34940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,3,2,0,1,2,1,4,5,1,0,0,1,2,3,4,2,0,1,4,5,2,0,0,0,1,5,6,3,3,2,0,0,3,3,1,2,4,3,1,1,0,3,3,0,0,0,0,0,4,6,3,1,1,1,0,2,2
