states_msa_code,states_msa,states_msa_full,geoid_msa,name_msa,cases,deaths,group
21,KY,KY,23980,Glasgow,37,0,2020-07-04
21,KY,KY,15820,Campbellsville,14,0,2020-07-04
21,KY,KY-WV-OH,26580,Huntington-Ashland,186,2,2020-07-04
21,KY,KY,14540,Bowling Green,162,3,2020-07-04
21,KY,KY,40080,Richmond-Berea,64,0,2020-07-04
21,KY,KY,33180,Middlesborough,79,0,2020-07-04
21,KY,KY,12680,Bardstown,33,1,2020-07-04
21,KY,KY,30460,Lexington-Fayette,433,4,2020-07-04
21,KY,KY,34460,Mount Sterling,10,0,2020-07-04
21,KY,KY,21060,Elizabethtown-Fort Knox,94,0,2020-07-04
21,KY,KY-TN,17300,Clarksville,267,0,2020-07-04
21,KY,KY,43700,Somerset,48,0,2020-07-04
21,KY,KY,34660,Murray,22,0,2020-07-04
21,KY,KY,32460,Mayfield,68,0,2020-07-04
21,KY,KY,31580,Madisonville,40,1,2020-07-04
21,KY,KY,32500,Maysville,6,1,2020-07-04
22,LA,LA,25220,Hammond,412,1,2020-07-04
22,LA,LA,29180,Lafayette,2230,19,2020-07-04
22,LA,LA,26380,Houma-Thibodaux,724,7,2020-07-04
22,LA,LA,29340,Lake Charles,1103,11,2020-07-04
22,LA,LA,12940,Baton Rouge,2308,12,2020-07-04
22,LA,LA,12820,Bastrop,34,0,2020-07-04
22,LA,LA,14220,Bogalusa,119,3,2020-07-04
22,LA,LA,40820,Ruston,88,0,2020-07-04
22,LA,LA,43340,Shreveport-Bossier City,1120,10,2020-07-04
22,LA,LA,35380,New Orleans-Metairie,2578,22,2020-07-04
22,LA,LA,36660,Opelousas,364,2,2020-07-04
22,LA,LA,22860,Fort Polk South,99,1,2020-07-04
22,LA,LA,19760,DeRidder,119,0,2020-07-04
22,LA,LA,10780,Alexandria,364,14,2020-07-04
22,LA,LA,33740,Monroe,521,10,2020-07-04
22,LA,LA,35060,Natchitoches,82,0,2020-07-04
22,LA,LA-MS,35020,Natchez,88,3,2020-07-04
22,LA,LA,34020,Morgan City,191,1,2020-07-04
23,ME,ME,38860,Portland-South Portland,109,6,2020-07-04
23,ME,ME,12620,Bangor,11,1,2020-07-04
23,ME,ME,12300,Augusta-Waterville,3,0,2020-07-04
23,ME,ME,30340,Lewiston-Auburn,13,0,2020-07-04
24,MD,MD,12580,Baltimore-Columbia-Towson,1632,53,2020-07-04
24,MD,MD,20660,Easton,40,0,2020-07-04
24,MD,MD-WV,19060,Cumberland,18,1,2020-07-04
24,MD,MD-WV,25180,Hagerstown-Martinsburg,97,1,2020-07-04
24,MD,MD,15700,Cambridge,38,0,2020-07-04
24,MD,MD,15680,California-Lexington Park,38,0,2020-07-04
25,MA,MA-NH,14460,Boston-Cambridge-Newton,1246,113,2020-07-04
25,MA,MA,24640,Greenfield Town,12,2,2020-07-04
25,MA,MA,47240,Vineyard Haven,9,0,2020-07-04
25,MA,MA,38340,Pittsfield,9,0,2020-07-04
25,MA,MA-RI,39300,Providence-Warwick,294,53,2020-07-04
25,MA,MA,12700,Barnstable Town,21,3,2020-07-04
26,MI,MI-WI,31940,Marinette,27,0,2020-07-04
26,MI,MI-WI,27020,Iron Mountain,1,0,2020-07-04
26,MI,MI,34380,Mount Pleasant,114,1,2020-07-04
26,MI,MI,13020,Bay City,88,0,2020-07-04
26,MI,MI,33220,Midland,340,4,2020-07-04
27,MN,MN,40340,Rochester,519,6,2020-07-04
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,2925,27,2020-07-04
27,MN,MN,31860,Mankato-North Mankato,154,0,2020-07-04
27,MN,MN-WI,29100,La Crosse-Onalaska,92,0,2020-07-04
27,MN,MN,32140,Marshall,123,2,2020-07-04
27,MN,MN,41060,St. Cloud,173,0,2020-07-04
27,MN,MN,35580,New Ulm,14,0,2020-07-04
27,MN,MN,36940,Owatonna,17,0,2020-07-04
27,MN,MN,39860,Red Wing,11,0,2020-07-04
27,MN,MN-WI,20260,Duluth,76,1,2020-07-04
27,MN,MN,13420,Bemidji,18,0,2020-07-04
27,MN,MN,22260,Fergus Falls,18,0,2020-07-04
27,MN,MN,14660,Brainerd,12,0,2020-07-04
27,MN,MN,12380,Austin,37,0,2020-07-04
27,MN,MN,22060,Faribault-Northfield,44,1,2020-07-04
27,MN,MN-ND,22020,Fargo,178,6,2020-07-04
27,MN,MN,49380,Worthington,22,0,2020-07-04
27,MN,MN,10660,Albert Lea,22,0,2020-07-04
27,MN,MN-ND,47420,Wahpeton,7,0,2020-07-04
27,MN,MN-ND,24220,Grand Forks,41,1,2020-07-04
27,MN,MN,48820,Willmar,20,0,2020-07-04
27,MN,MN,49100,Winona,19,0,2020-07-04
28,MS,MS,18420,Corinth,37,1,2020-07-04
28,MS,MS,24900,Greenwood,340,8,2020-07-04
28,MS,MS,38100,Picayune,40,0,2020-07-04
28,MS,MS,46180,Tupelo,165,4,2020-07-04
28,MS,MS,32940,Meridian,88,3,2020-07-04
28,MS,MS,29860,Laurel,121,0,2020-07-04
28,MS,MS,24980,Grenada,162,4,2020-07-04
28,MS,MS,25060,Gulfport-Biloxi-Pascagoula,503,9,2020-07-04
28,MS,MS,25620,Hattiesburg,258,1,2020-07-04
28,MS,MS,32620,McComb,113,9,2020-07-04
28,MS,MS,15020,Brookhaven,86,1,2020-07-04
28,MS,MS,46980,Vicksburg,143,4,2020-07-04
28,MS,MS,17260,Clarksdale,31,0,2020-07-04
28,MS,MS,26940,Indianola,132,1,2020-07-04
28,MS,MS,37060,Oxford,230,3,2020-07-04
28,MS,MS,44260,Starkville,79,2,2020-07-04
28,MS,MS,24740,Greenville,357,5,2020-07-04
28,MS,MS,17380,Cleveland,392,5,2020-07-04
29,MO,MO,25300,Hannibal,6,0,2020-07-04
29,MO,MO,22780,Fort Leonard Wood,13,0,2020-07-04
29,MO,MO,14700,Branson,52,1,2020-07-04
29,MO,MO,30060,Lebanon,106,8,2020-07-04
29,MO,MO,22100,Farmington,212,6,2020-07-04
29,MO,MO,40620,Rolla,9,0,2020-07-04
29,MO,MO,32340,Maryville,4,0,2020-07-04
29,MO,MO,33020,Mexico,3,0,2020-07-04
29,MO,MO,42740,Sedalia,29,0,2020-07-04
29,MO,MO,28380,Kennett,37,0,2020-07-04
29,MO,MO,17860,Columbia,1944,21,2020-07-04
29,MO,MO,33620,Moberly,5,0,2020-07-04
29,MO,MO,38740,Poplar Bluff,9,0,2020-07-04
29,MO,MO,27620,Jefferson City,77,0,2020-07-04
29,MO,MO,28860,Kirksville,13,0,2020-07-04
29,MO,MO,27900,Joplin,345,1,2020-07-04
29,MO,MO,43460,Sikeston,34,1,2020-07-04
29,MO,MO,47660,Warrensburg,87,2,2020-07-04
31,NE,NE,42420,Scottsbluff,17,2,2020-07-04
31,NE,NE,35820,North Platte,11,0,2020-07-04
31,NE,NE,35740,Norfolk,19,0,2020-07-04
31,NE,NE,23340,Fremont,54,1,2020-07-04
31,NE,NE,13100,Beatrice,7,0,2020-07-04
31,NE,NE,28260,Kearney,18,0,2020-07-04
31,NE,NE,25580,Hastings,14,0,2020-07-04
31,NE,NE,24260,Grand Island,29,0,2020-07-04
31,NE,NE,30420,Lexington,9,0,2020-07-04
32,NV,NV,49080,Winnemucca,6,0,2020-07-04
32,NV,NV,21980,Fallon,13,0,2020-07-04
32,NV,NV,22280,Fernley,17,0,2020-07-04
32,NV,NV,21220,Elko,108,0,2020-07-04
32,NV,NV,37220,Pahrump,61,0,2020-07-04
32,NV,NV,39900,Reno,501,13,2020-07-04
32,NV,NV,23820,Gardnerville Ranchos,14,0,2020-07-04
32,NV,NV,16180,Carson City,41,1,2020-07-04
32,NV,NV,29820,Las Vegas-Henderson-Paradise,5258,48,2020-07-04
33,NH,NH,29060,Laconia,9,2,2020-07-04
33,NH,NH-VT,17200,Claremont-Lebanon,9,0,2020-07-04
33,NH,NH,31700,Manchester-Nashua,98,9,2020-07-04
33,NH,NH,28300,Keene,3,0,2020-07-04
33,NH,NH-VT,13620,Berlin,6,0,2020-07-04
33,NH,NH,18180,Concord,8,1,2020-07-04
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,2906,294,2020-07-04
34,NJ,NJ,47220,Vineland-Bridgeton,48,2,2020-07-04
34,NJ,NJ-PA,10900,Allentown-Bethlehem-Easton,255,31,2020-07-04
34,NJ,NJ,45940,Trenton,73,15,2020-07-04
34,NJ,NJ,36140,Ocean City,20,3,2020-07-04
34,NJ,NJ,12100,Atlantic City-Hammonton,78,12,2020-07-04
35,NM,NM,19700,Deming,29,0,2020-07-04
35,NM,NM,10740,Albuquerque,750,9,2020-07-04
35,NM,NM,26020,Hobbs,122,0,2020-07-04
35,NM,NM,38780,Portales,10,0,2020-07-04
35,NM,NM,43500,Silver City,11,0,2020-07-04
35,NM,NM,42140,Santa Fe,75,0,2020-07-04
35,NM,NM,45340,Taos,6,0,2020-07-04
35,NM,NM,21580,Espa?÷ú?√╞ola,31,0,2020-07-04
35,NM,NM,24380,Grants,26,0,2020-07-04
35,NM,NM,10460,Alamogordo,33,2,2020-07-04
35,NM,NM,40740,Roswell,55,0,2020-07-04
35,NM,NM,17580,Clovis,61,1,2020-07-04
35,NM,NM,23700,Gallup,164,13,2020-07-04
35,NM,NM,29780,Las Vegas,3,0,2020-07-04
35,NM,NM,31060,Los Alamos,3,0,2020-07-04
35,NM,NM,16100,Carlsbad-Artesia,46,0,2020-07-04
36,NY,NY,10580,Albany-Schenectady-Troy,182,2,2020-07-04
36,NY,NY,42900,Seneca Falls,4,0,2020-07-04
36,NY,NY,27060,Ithaca,5,0,2020-07-04
36,NY,NY,45060,Syracuse,218,5,2020-07-04
36,NY,NY,36460,Olean,14,0,2020-07-04
36,NY,NY,46540,Utica-Rome,126,4,2020-07-04
36,NY,NY,38460,Plattsburgh,7,0,2020-07-04
36,NY,NY,18500,Corning,6,0,2020-07-04
36,NY,NY,36580,Oneonta,4,0,2020-07-04
36,NY,NY,11220,Amsterdam,11,0,2020-07-04
36,NY,NY,15380,Buffalo-Cheektowaga-Niagara Falls,356,5,2020-07-04
36,NY,NY,31660,Malone,2,0,2020-07-04
36,NY,NY,21300,Elmira,3,0,2020-07-04
36,NY,NY,27460,Jamestown-Dunkirk-Fredonia,41,0,2020-07-04
36,NY,NY,13780,Binghamton,88,2,2020-07-04
36,NY,NY,12860,Batavia,8,0,2020-07-04
36,NY,NY,24100,Gloversville,4,0,2020-07-04
36,NY,NY,24020,Glens Falls,11,0,2020-07-04
36,NY,NY,36300,Ogdensburg-Massena,8,0,2020-07-04
36,NY,NY,28740,Kingston,40,0,2020-07-04
36,NY,NY,18660,Cortland,10,0,2020-07-04
36,NY,NY,26460,Hudson,11,0,2020-07-04
37,NC,NC-VA,47260,Virginia Beach-Norfolk-Newport News,162,1,2020-07-04
37,NC,NC,39580,Raleigh,1964,19,2020-07-04
37,NC,NC,35100,New Bern,75,2,2020-07-04
37,NC,NC-SC,16740,Charlotte-Concord-Gastonia,4794,22,2020-07-04
37,NC,NC,11700,Asheville,464,3,2020-07-04
37,NC,NC,40260,Roanoke Rapids,98,1,2020-07-04
37,NC,NC,48900,Wilmington,452,2,2020-07-04
37,NC,NC,48980,Wilson,150,5,2020-07-04
37,NC,NC,49180,Winston-Salem,738,3,2020-07-04
37,NC,NC,14820,Brevard,18,0,2020-07-04
37,NC,NC,38240,Pinehurst-Southern Pines,112,1,2020-07-04
37,NC,NC,40580,Rocky Mount,148,0,2020-07-04
37,NC,NC,40460,Rockingham,50,0,2020-07-04
37,NC,NC,35900,North Wilkesboro,32,0,2020-07-04
37,NC,NC,10620,Albemarle,116,0,2020-07-04
37,NC,NC,25860,Hickory-Lenoir-Morganton,550,5,2020-07-04
37,NC,NC,21020,Elizabeth City,31,1,2020-07-04
37,NC,NC,25780,Henderson,42,2,2020-07-04
37,NC,NC,22180,Fayetteville,312,2,2020-07-04
37,NC,NC,41820,Sanford,62,0,2020-07-04
37,NC,NC,29900,Laurinburg,21,0,2020-07-04
37,NC,NC,34340,Mount Airy,78,0,2020-07-04
37,NC,NC,22580,Forest City,74,1,2020-07-04
37,NC,NC,33980,Morehead City,21,0,2020-07-04
37,NC,NC,24660,Greensboro-High Point,741,9,2020-07-04
37,NC,NC,24140,Goldsboro,116,2,2020-07-04
37,NC,NC,31300,Lumberton,300,5,2020-07-04
37,NC,NC,28820,Kinston,43,0,2020-07-04
37,NC,NC-SC,34820,Myrtle Beach-Conway-North Myrtle Beach,1844,24,2020-07-04
37,NC,NC,28620,Kill Devil Hills,61,1,2020-07-04
37,NC,NC,20500,Durham-Chapel Hill,749,4,2020-07-04
37,NC,NC,43140,Shelby,149,4,2020-07-04
37,NC,NC,20380,Dunn,89,2,2020-07-04
37,NC,NC,19000,Cullowhee,63,0,2020-07-04
38,ND,ND,19860,Dickinson,15,0,2020-07-04
38,ND,ND,33500,Minot,16,0,2020-07-04
38,ND,ND,13900,Bismarck,160,0,2020-07-04
38,ND,ND,48780,Williston,27,0,2020-07-04
38,ND,ND,27420,Jamestown,3,1,2020-07-04
39,OH,OH,15340,Bucyrus,4,0,2020-07-04
39,OH,OH,45780,Toledo,373,3,2020-07-04
39,OH,OH,31900,Mansfield,46,0,2020-07-04
39,OH,OH,41400,Salem,346,6,2020-07-04
39,OH,OH,31930,Marietta,16,0,2020-07-04
39,OH,OH,15940,Canton-Massillon,144,2,2020-07-04
39,OH,OH,10420,Akron,312,4,2020-07-04
39,OH,OH-PA,49660,Youngstown-Warren-Boardman,296,23,2020-07-04
39,OH,OH,16380,Celina,21,2,2020-07-04
39,OH,OH,19580,Defiance,5,0,2020-07-04
39,OH,OH,35940,Norwalk,41,0,2020-07-04
39,OH,OH,19380,Dayton,712,9,2020-07-04
39,OH,OH,30620,Lima,51,1,2020-07-04
39,OH,OH,11740,Ashland,9,1,2020-07-04
39,OH,OH,11780,Ashtabula,22,0,2020-07-04
39,OH,OH,11900,Athens,242,1,2020-07-04
39,OH,OH,49300,Wooster,13,2,2020-07-04
39,OH,OH,22300,Findlay,8,0,2020-07-04
39,OH,OH-WV,38580,Point Pleasant,12,0,2020-07-04
39,OH,OH,49780,Zanesville,24,0,2020-07-04
39,OH,OH,38840,Port Clinton,34,1,2020-07-04
39,OH,OH,39020,Portsmouth,29,0,2020-07-04
39,OH,OH,45660,Tiffin,8,0,2020-07-04
39,OH,OH,13340,Bellefontaine,13,0,2020-07-04
39,OH,OH,43380,Sidney,10,0,2020-07-04
39,OH,OH,17460,Cleveland-Elyria,1935,29,2020-07-04
39,OH,OH,41780,Sandusky,37,0,2020-07-04
39,OH,OH,46780,Van Wert,15,1,2020-07-04
39,OH,OH,47540,Wapakoneta,5,0,2020-07-04
39,OH,OH,35420,New Philadelphia-Dover,75,0,2020-07-04
39,OH,OH,46500,Urbana,12,0,2020-07-04
39,OH,OH,18740,Coshocton,52,1,2020-07-04
39,OH,OH,17060,Chillicothe,31,0,2020-07-04
40,OK,OK,46140,Tulsa,1591,7,2020-07-04
40,OK,OK,21120,Elk City,3,0,2020-07-04
40,OK,OK,11060,Altus,14,0,2020-07-04
40,OK,OK,30020,Lawton,67,1,2020-07-04
40,OK,OK,34780,Muskogee,60,3,2020-07-04
40,OK,OK,21420,Enid,30,0,2020-07-04
40,OK,OK,36420,Oklahoma City,1970,4,2020-07-04
40,OK,OK,33060,Miami,64,0,2020-07-04
40,OK,OK,11620,Ardmore,50,1,2020-07-04
40,OK,OK,12780,Bartlesville,47,0,2020-07-04
40,OK,OK,49260,Woodward,3,0,2020-07-04
40,OK,OK,25100,Guymon,15,0,2020-07-04
40,OK,OK,43060,Shawnee,46,0,2020-07-04
40,OK,OK,20460,Durant,67,0,2020-07-04
40,OK,OK,45140,Tahlequah,31,0,2020-07-04
40,OK,OK,32540,McAlester,10,0,2020-07-04
40,OK,OK,10220,Ada,27,0,2020-07-04
40,OK,OK,38620,Ponca City,18,1,2020-07-04
40,OK,OK,44660,Stillwater,71,0,2020-07-04
40,OK,OK,20340,Duncan,19,0,2020-07-04
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,1295,8,2020-07-04
41,OR,OR,39260,Prineville,6,1,2020-07-04
41,OR,OR,26220,Hood River,16,0,2020-07-04
41,OR,OR,25840,Hermiston-Pendleton,377,1,2020-07-04
41,OR,OR,40700,Roseburg,15,0,2020-07-04
41,OR,OR,13460,Bend-Redmond,51,0,2020-07-04
41,OR,OR,18300,Coos Bay,12,0,2020-07-04
41,OR,OR,21660,Eugene,98,0,2020-07-04
41,OR,OR,35440,Newport,64,3,2020-07-04
41,OR,OR,24420,Grants Pass,20,0,2020-07-04
41,OR,OR,45520,The Dalles,31,0,2020-07-04
41,OR,OR,15060,Brookings,25,0,2020-07-04
41,OR,OR,29260,La Grande,14,1,2020-07-04
41,OR,OR,28900,Klamath Falls,10,0,2020-07-04
41,OR,OR,18700,Corvallis,21,1,2020-07-04
41,OR,OR,32780,Medford,38,0,2020-07-04
41,OR,OR,11820,Astoria,6,0,2020-07-04
42,PA,PA,25420,Harrisburg-Carlisle,187,11,2020-07-04
42,PA,PA,30820,Lock Haven,15,0,2020-07-04
42,PA,PA,38300,Pittsburgh,2150,9,2020-07-04
42,PA,PA,30380,Lewistown,9,0,2020-07-04
42,PA,PA,30260,Lewisburg,39,1,2020-07-04
42,PA,PA,26500,Huntingdon,3,0,2020-07-04
42,PA,PA,11020,Altoona,23,0,2020-07-04
42,PA,PA,47620,Warren,2,0,2020-07-04
42,PA,PA,29540,Lancaster,286,18,2020-07-04
42,PA,PA,42540,Scranton--Wilkes-Barre--Hazleton,105,5,2020-07-04
42,PA,PA,23900,Gettysburg,41,1,2020-07-04
42,PA,PA,14620,Bradford,0,0,2020-07-04
42,PA,PA,42780,Selinsgrove,5,0,2020-07-04
42,PA,PA,20700,East Stroudsburg,40,2,2020-07-04
42,PA,PA,49620,York-Hanover,253,8,2020-07-04
42,PA,PA,16540,Chambersburg-Waynesboro,43,2,2020-07-04
42,PA,PA,26860,Indiana,27,0,2020-07-04
42,PA,PA,20180,DuBois,11,0,2020-07-04
42,PA,PA,36340,Oil City,13,0,2020-07-04
42,PA,PA,32740,Meadville,15,1,2020-07-04
42,PA,PA,44300,State College,23,1,2020-07-04
42,PA,PA,27780,Johnstown,42,0,2020-07-04
42,PA,PA,39740,Reading,111,6,2020-07-04
42,PA,PA,42380,Sayre,3,0,2020-07-04
42,PA,PA,39060,Pottsville,20,3,2020-07-04
42,PA,PA,44980,Sunbury,23,0,2020-07-04
42,PA,PA,48700,Williamsport,44,0,2020-07-04
42,PA,PA,14100,Bloomsburg-Berwick,14,2,2020-07-04
42,PA,PA,21500,Erie,65,0,2020-07-04
45,SC,SC,35140,Newberry,106,1,2020-07-04
45,SC,SC,44940,Sumter,215,6,2020-07-04
45,SC,SC,25940,Hilton Head Island-Bluffton-Beaufort,631,2,2020-07-04
45,SC,SC,23500,Gaffney,67,2,2020-07-04
45,SC,SC,13500,Bennettsville,18,0,2020-07-04
45,SC,SC,43900,Spartanburg,620,9,2020-07-04
45,SC,SC,36700,Orangeburg,287,7,2020-07-04
45,SC,SC,42860,Seneca,124,0,2020-07-04
45,SC,SC,16700,Charleston-North Charleston,3467,32,2020-07-04
45,SC,SC,22500,Florence,353,5,2020-07-04
45,SC,SC,24860,Greenville-Anderson-Mauldin,2101,32,2020-07-04
45,SC,SC,23860,Georgetown,246,4,2020-07-04
46,SD,SD,43940,Spearfish,1,0,2020-07-04
46,SD,SD,49460,Yankton,5,2,2020-07-04
46,SD,SD,43620,Sioux Falls,137,2,2020-07-04
46,SD,SD,46820,Vermillion,6,0,2020-07-04
46,SD,SD,10100,Aberdeen,26,0,2020-07-04
46,SD,SD,39660,Rapid City,87,4,2020-07-04
46,SD,SD,33580,Mitchell,15,0,2020-07-04
46,SD,SD,38180,Pierre,6,2,2020-07-04
46,SD,SD,26700,Huron,12,1,2020-07-04
47,TN,TN,46100,Tullahoma-Manchester,67,0,2020-07-04
47,TN,TN,20540,Dyersburg,51,2,2020-07-04
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,5541,45,2020-07-04
47,TN,TN,24620,Greeneville,56,0,2020-07-04
47,TN,TN,27740,Johnson City,170,0,2020-07-04
47,TN,TN-VA,28700,Kingsport-Bristol-Bristol,276,2,2020-07-04
47,TN,TN,43180,Shelbyville,78,4,2020-07-04
47,TN,TN,32660,McMinnville,51,0,2020-07-04
47,TN,TN,32280,Martin,7,0,2020-07-04
47,TN,TN,42940,Sevierville,147,0,2020-07-04
47,TN,TN,29980,Lawrenceburg,80,0,2020-07-04
47,TN,TN,28940,Knoxville,839,5,2020-07-04
47,TN,TN,34100,Morristown,215,2,2020-07-04
47,TN,TN,18900,Crossville,35,0,2020-07-04
47,TN,TN,18260,Cookeville,192,0,2020-07-04
47,TN,TN,37540,Paris,83,1,2020-07-04
48,TX,TX,11100,Amarillo,242,0,2020-07-04
48,TX,TX,13140,Beaumont-Port Arthur,1641,5,2020-07-04
48,TX,TX,28780,Kingsville,80,0,2020-07-04
48,TX,TX,13300,Beeville,82,0,2020-07-04
48,TX,TX,13700,Big Spring,26,0,2020-07-04
48,TX,TX,14420,Borger,5,0,2020-07-04
48,TX,TX,14780,Brenham,69,2,2020-07-04
48,TX,TX,28660,Killeen-Temple,684,1,2020-07-04
48,TX,TX,28500,Kerrville,35,0,2020-07-04
48,TX,TX,10860,Alice,85,0,2020-07-04
48,TX,TX,15180,Brownsville-Harlingen,1162,16,2020-07-04
48,TX,TX,10180,Abilene,219,1,2020-07-04
48,TX,TX,12420,Austin-Round Rock,5905,56,2020-07-04
48,TX,TX,32580,McAllen-Edinburg-Mission,3149,85,2020-07-04
48,TX,TX,11380,Andrews,65,2,2020-07-04
48,TX,TX,43660,Snyder,276,1,2020-07-04
48,TX,TX,31260,Lufkin,202,0,2020-07-04
48,TX,TX,31180,Lubbock,1073,9,2020-07-04
48,TX,TX,30980,Longview,454,0,2020-07-04
48,TX,TX,30220,Levelland,48,0,2020-07-04
48,TX,TX,15220,Brownwood,84,2,2020-07-04
48,TX,TX,29700,Laredo,774,16,2020-07-04
48,TX,TX,29500,Lamesa,24,0,2020-07-04
48,TX,TX,48660,Wichita Falls,170,1,2020-07-04
48,TX,TX,18580,Corpus Christi,2835,40,2020-07-04
48,TX,TX,44500,Stephenville,83,0,2020-07-04
48,TX,TX,47020,Victoria,827,2,2020-07-04
48,TX,TX,46900,Vernon,6,0,2020-07-04
48,TX,TX,17780,College Station-Bryan,749,4,2020-07-04
48,TX,TX,19100,Dallas-Fort Worth-Arlington,16869,108,2020-07-04
48,TX,TX,46620,Uvalde,127,1,2020-07-04
48,TX,TX,46340,Tyler,528,3,2020-07-04
48,TX,TX,47380,Waco,999,7,2020-07-04
48,TX,TX,19620,Del Rio,395,3,2020-07-04
48,TX,TX,18620,Corsicana,170,1,2020-07-04
48,TX,TX,39700,Raymondville,60,0,2020-07-04
48,TX,TX,44860,Sulphur Springs,11,1,2020-07-04
48,TX,TX,45020,Sweetwater,28,0,2020-07-04
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,13123,81,2020-07-04
48,TX,TX,25820,Hereford,72,0,2020-07-04
48,TX,TX,23240,Fredericksburg,23,0,2020-07-04
48,TX,TX,21340,El Paso,2435,15,2020-07-04
48,TX,TX,20900,El Campo,102,0,2020-07-04
48,TX,TX,20580,Eagle Pass,321,2,2020-07-04
48,TX,TX,20300,Dumas,19,0,2020-07-04
48,TX,TX,49820,Zapata,11,0,2020-07-04
48,TX,TX,37780,Pecos,30,1,2020-07-04
48,TX,TX,37420,Pampa,14,0,2020-07-04
48,TX,TX,37300,Palestine,726,1,2020-07-04
48,TX,TX,36220,Odessa,737,5,2020-07-04
48,TX,TX,41660,San Angelo,299,0,2020-07-04
48,TX,TX,33420,Mineral Wells,27,0,2020-07-04
48,TX,TX,41700,San Antonio-New Braunfels,5817,73,2020-07-04
48,TX,TX,40100,Rio Grande City,253,1,2020-07-04
48,TX,TX,38920,Port Lavaca,57,0,2020-07-04
48,TX,TX,43300,Sherman-Denison,114,2,2020-07-04
48,TX,TX,38380,Plainview,336,4,2020-07-04
48,TX,TX,34860,Nacogdoches,129,5,2020-07-04
49,UT,UT,25720,Heber,34,1,2020-07-04
49,UT,UT,36260,Ogden-Clearfield,985,1,2020-07-04
49,UT,UT,39220,Price,4,0,2020-07-04
49,UT,UT,46860,Vernal,11,0,2020-07-04
49,UT,UT,41620,Salt Lake City,2336,21,2020-07-04
49,UT,UT,39340,Provo-Orem,944,5,2020-07-04
49,UT,UT,41100,St. George,308,0,2020-07-04
49,UT,UT,44920,Summit Park,66,0,2020-07-04
49,UT,UT,16260,Cedar City,55,0,2020-07-04
50,VT,VT,13540,Bennington,1,0,2020-07-04
50,VT,VT,15540,Burlington-South Burlington,28,0,2020-07-04
50,VT,VT,12740,Barre,2,0,2020-07-04
50,VT,VT,40860,Rutland,1,0,2020-07-04
51,VA,VA-WV,14140,Bluefield,27,0,2020-07-04
51,VA,VA,13980,Blacksburg-Christiansburg-Radford,34,1,2020-07-04
51,VA,VA,25500,Harrisonburg,41,1,2020-07-04
51,VA,VA,16820,Charlottesville,158,4,2020-07-04
51,VA,VA,13720,Big Stone Gap,9,0,2020-07-04
51,VA,VA,40220,Roanoke,110,0,2020-07-04
51,VA,VA-WV,49020,Winchester,27,0,2020-07-04
51,VA,VA,31340,Lynchburg,72,2,2020-07-04
51,VA,VA,32300,Martinsville,70,1,2020-07-04
51,VA,VA,44420,Staunton-Waynesboro,16,0,2020-07-04
53,WA,WA,42660,Seattle-Tacoma-Bellevue,1834,28,2020-07-04
53,WA,WA,36500,Olympia-Tumwater,67,1,2020-07-04
53,WA,WA,36830,Othello,79,0,2020-07-04
53,WA,WA,47460,Walla Walla,43,0,2020-07-04
53,WA,WA,44060,Spokane-Spokane Valley,421,2,2020-07-04
53,WA,WA,36020,Oak Harbor,7,0,2020-07-04
53,WA,WA,39420,Pullman,9,0,2020-07-04
53,WA,WA,43220,Shelton,2,0,2020-07-04
53,WA,WA,13380,Bellingham,33,1,2020-07-04
53,WA,WA,49420,Yakima,677,25,2020-07-04
53,WA,WA,21260,Ellensburg,25,0,2020-07-04
53,WA,WA,38820,Port Angeles,8,0,2020-07-04
53,WA,WA,14740,Bremerton-Silverdale,38,0,2020-07-04
53,WA,WA,34180,Moses Lake,156,2,2020-07-04
53,WA,WA,34580,Mount Vernon-Anacortes,41,1,2020-07-04
53,WA,WA,28420,Kennewick-Richland,827,11,2020-07-04
54,WV,WV,21180,Elkins,20,0,2020-07-04
54,WV,WV,16620,Charleston,90,0,2020-07-04
54,WV,WV,13220,Beckley,32,0,2020-07-04
54,WV,WV,34060,Morgantown,328,0,2020-07-04
54,WV,WV,37620,Parkersburg-Vienna,75,0,2020-07-04
54,WV,WV,17220,Clarksburg,53,0,2020-07-04
54,WV,WV,21900,Fairmont,42,0,2020-07-04
55,WI,WI,11540,Appleton,163,0,2020-07-04
55,WI,WI,49220,Wisconsin Rapids-Marshfield,34,0,2020-07-04
55,WI,WI,13180,Beaver Dam,35,0,2020-07-04
55,WI,WI,39540,Racine,132,0,2020-07-04
55,WI,WI,12660,Baraboo,30,0,2020-07-04
55,WI,WI,32860,Menomonie,13,0,2020-07-04
55,WI,WI,38420,Platteville,33,0,2020-07-04
55,WI,WI,20740,Eau Claire,106,0,2020-07-04
55,WI,WI,43020,Shawano,15,0,2020-07-04
55,WI,WI,22540,Fond du Lac,60,0,2020-07-04
55,WI,WI,24580,Green Bay,259,2,2020-07-04
55,WI,WI,31820,Manitowoc,43,0,2020-07-04
55,WI,WI,44620,Stevens Point,66,0,2020-07-04
55,WI,WI,27500,Janesville-Beloit,133,0,2020-07-04
